"country","iso2c","id","year","membership","wdi_gdp_growth","wdi_npl_ratio","wdi_risk_premium_lending","wdi_domestic_credit","wdi_liquid_reserves_ratio","grouping"
"Japan","JP","JPN",2011,"Non-Europe",-0.452724839089072,2.4,1.40091666666667,338.090538318437,4.46594937466123,"Non-Europe"
"Japan","JP","JPN",2012,"Non-Europe",1.75368977536475,2.4,1.3135,348.04782483093,5.28887498746523,"Non-Europe"
"Japan","JP","JPN",2013,"Non-Europe",1.6133669062863,2.3,1.24675,366.533033443515,10.7559220060674,"Non-Europe"
"Liechtenstein","LI","LIE",2005,"EEA/Other",4.82807656828834,NA,NA,NA,NA,"Western Europe"
"Liechtenstein","LI","LIE",2006,"EEA/Other",8.64496892047335,NA,NA,NA,NA,"Western Europe"
"Liechtenstein","LI","LIE",2007,"EEA/Other",3.32596222751948,NA,NA,NA,NA,"Western Europe"
"Liechtenstein","LI","LIE",2008,"EEA/Other",1.79808929851104,NA,NA,NA,NA,"Western Europe"
"Liechtenstein","LI","LIE",2009,"EEA/Other",-1.15748170603558,NA,NA,NA,NA,"Western Europe"
"Liechtenstein","LI","LIE",2010,"EEA/Other",NA,NA,NA,NA,NA,"Western Europe"
"Liechtenstein","LI","LIE",2011,"EEA/Other",NA,NA,NA,NA,NA,"Western Europe"
"Liechtenstein","LI","LIE",2012,"EEA/Other",NA,NA,NA,NA,NA,"Western Europe"
"Liechtenstein","LI","LIE",2013,"EEA/Other",NA,NA,NA,NA,NA,"Western Europe"
"Lithuania","LT","LTU",2005,"SSM",7.80223286519721,0.6,2.91166666666667,42.882826478981,7.64536775873291,"Baltic"
"Lithuania","LT","LTU",2006,"SSM",7.84482823380937,1,2.16583333333333,48.6872378627316,6.67134694514324,"Baltic"
"Lithuania","LT","LTU",2007,"SSM",9.83980195012811,1,2.629166667,59.5741414828569,6.77696423542664,"Baltic"
"Lithuania","LT","LTU",2008,"SSM",2.92744812785932,6.08371852153549,3.05791666666667,63.9509541731826,5.21456469075988,"Baltic"
"Lithuania","LT","LTU",2009,"SSM",-14.7417126236977,23.9900756317356,-0.14516666666667,69.6135251407051,4.5320010118897,"Baltic"
"Lithuania","LT","LTU",2010,"SSM",1.3301928052779,23.3337718978865,3.19249999966667,63.8770433546553,6.30893609007385,"Baltic"
"Lithuania","LT","LTU",2011,"SSM",6,18.8431216218018,NA,57.0194230887969,11.2226824948402,"Baltic"
"Lithuania","LT","LTU",2012,"SSM",3.69999999999999,14.80169421076,NA,51.9858477792197,8.6086289049488,"Baltic"
"Lithuania","LT","LTU",2013,"SSM",3.25111172045442,11.5860290373317,NA,51.0450196096813,9.27050980986289,"Baltic"
"Luxembourg","LU","LUX",2005,"SSM",4.12420170536021,0.2,NA,129.622109222274,2.00224750572493,"Western Europe"
"Luxembourg","LU","LUX",2006,"SSM",4.88119470364174,0.1,NA,154.397095826903,2.37468947971536,"Western Europe"
"Luxembourg","LU","LUX",2007,"SSM",6.46317326723161,0.4,NA,190.729809863934,2.27824198927225,"Western Europe"
"Luxembourg","LU","LUX",2008,"SSM",0.487325036775005,0.6,NA,192.92447210607,9.76577941085581,"Western Europe"
"Luxembourg","LU","LUX",2009,"SSM",-5.33368058985711,0.670613945190373,NA,196.651435350572,3.01420396090012,"Western Europe"
"Luxembourg","LU","LUX",2010,"SSM",5.14467318091263,0.247232603084002,NA,190.146496654881,2.27878013878621,"Western Europe"
"Luxembourg","LU","LUX",2011,"SSM",2.60903040309897,0.379416485489736,NA,173.270522383661,11.1161522059993,"Western Europe"
"Luxembourg","LU","LUX",2012,"SSM",-0.162966697345041,0.145588493246799,NA,170.014190018716,9.37404646590982,"Western Europe"
